"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2013/01/01","00:00","0.539","-","0.23"
"2013/01/01","01:00","0.63","-","0.32"
"2013/01/01","02:00","0.71","-","0.38"
"2013/01/01","03:00","0.772","-","0.47"
"2013/01/01","04:00","0.801","-","0.47"
"2013/01/01","05:00","0.796","-","0.5"
"2013/01/01","06:00","0.768","-","0.43"
"2013/01/01","07:00","0.712","-","0.49"
"2013/01/01","08:00","0.613","-","0.3"
"2013/01/01","09:00","0.469","-","0.21"
"2013/01/01","10:00","0.302","-","0"
"2013/01/01","11:00","0.142","-","-0.1"
"2013/01/01","12:00","0.005","-","-0.23"
"2013/01/01","13:00","-0.103","-","-0.31"
"2013/01/01","14:00","-0.173","-","-0.27"
"2013/01/01","15:00","-0.203","-","-0.29"
"2013/01/01","16:00","-0.198","-","-0.28"
"2013/01/01","17:00","-0.164","-","-0.22"
"2013/01/01","18:00","-0.094","-","-0.07"
"2013/01/01","19:00","0.009","-","0.04"
"2013/01/01","20:00","0.123","-","0.28"
"2013/01/01","21:00","0.223","-","0.33"
"2013/01/01","22:00","0.307","-","0.38"
"2013/01/01","23:00","0.384","-","0.45"
"2013/01/02","00:00","0.46","-","0.48"
"2013/01/02","01:00","0.527","-","0.58"
"2013/01/02","02:00","0.581","-","0.55"
"2013/01/02","03:00","0.624","-","0.39"
"2013/01/02","04:00","0.651","-","0.23"
"2013/01/02","05:00","0.653","-","0.21"
"2013/01/02","06:00","0.634","-","0.24"
"2013/01/02","07:00","0.599","-","0.25"
"2013/01/02","08:00","0.543","-","0.21"
"2013/01/02","09:00","0.453","-","0.12"
"2013/01/02","10:00","0.333","-","-0.06"
"2013/01/02","11:00","0.208","-","-0.11"
"2013/01/02","12:00","0.1","-","-0.19"
"2013/01/02","13:00","0.015","-","-0.28"
"2013/01/02","14:00","-0.047","-","-0.36"
"2013/01/02","15:00","-0.078","-","-0.36"
"2013/01/02","16:00","-0.077","-","-0.38"
"2013/01/02","17:00","-0.049","-","-0.29"
"2013/01/02","18:00","0","-","-0.18"
"2013/01/02","19:00","0.074","-","-0.07"
"2013/01/02","20:00","0.166","-","0.04"
"2013/01/02","21:00","0.255","-","0.21"
"2013/01/02","22:00","0.323","-","0.19"
"2013/01/02","23:00","0.373","-","0.14"
"2013/01/03","00:00","0.415","-","0.24"
"2013/01/03","01:00","0.45","-","0.29"
"2013/01/03","02:00","0.47","-","0.29"
"2013/01/03","03:00","0.478","-","0.21"
"2013/01/03","04:00","0.481","-","0.3"
"2013/01/03","05:00","0.476","-","0.25"
"2013/01/03","06:00","0.458","-","0.26"
"2013/01/03","07:00","0.431","-","0.15"
"2013/01/03","08:00","0.399","-","0.05"
"2013/01/03","09:00","0.357","-","0.08"
"2013/01/03","10:00","0.296","-","-0.09"
"2013/01/03","11:00","0.222","-","-0.19"
"2013/01/03","12:00","0.155","-","-0.2"
"2013/01/03","13:00","0.107","-","-0.45"
"2013/01/03","14:00","0.074","-","-0.39"
"2013/01/03","15:00","0.057","-","-0.22"
"2013/01/03","16:00","0.063","-","-0.31"
"2013/01/03","17:00","0.094","-","-0.38"
"2013/01/03","18:00","0.139","-","-0.28"
"2013/01/03","19:00","0.194","-","-0.16"
"2013/01/03","20:00","0.259","-","-0.09"
"2013/01/03","21:00","0.329","-","-0.02"
"2013/01/03","22:00","0.386","-","0.05"
"2013/01/03","23:00","0.416","-","0.12"
"2013/01/04","00:00","0.426","-","0.09"
"2013/01/04","01:00","0.422","-","0.05"
"2013/01/04","02:00","0.403","-","-0.03"
"2013/01/04","03:00","0.366","-","-0.07"
"2013/01/04","04:00","0.325","-","-0.11"
"2013/01/04","05:00","0.289","-","-0.14"
"2013/01/04","06:00","0.259","-","-0.07"
"2013/01/04","07:00","0.227","-","-0.11"
"2013/01/04","08:00","0.199","-","-0.17"
